"11","DRAGON CHICKEN- RESTAURANT STYLE","Chicken Breast fillet, cut in long strips 2 nos~Chicken powder 1 tsp~Salt to taste~White pepper 1/2 tsp~Egg 1~Plain flour 2tbsp~Corn flour 2 tbsp~Chili oil 1/2 cup or adjust accordin to your taste buds~Garlic, chopped 3 tbsp.~Honey 1 tbsp~Chili powder 1 tsp~Brown sugar 1 tsp~Vinegar 2 tbsp~Chili garlic sauce 1/4 cup~Red food color pinch~Salt to taste~Sesame seeds 1 tbsp~Oil 3 cups~Red chili powder 1/2 cup~Red chili flakes 1/2 cup","Marinate Chicken with all ingredients.~Set aside.~Just before serving fry it in oil and add in Sauce.","http://www.ainycooks.com/wp-content/uploads/2018/01/Dragon-chicken-m.jpg","https://www.youtube.com/embed/auPKHU-lT7I?version=3&rel=1&fs=1&autohide=2&showsearch=0&showinfo=1&iv_load_policy=1&wmode=transparent"
"12","HOME MADE KHOYA","Powdered milk 2 cups~Water 1/2 cup~Ghee 1/2 cup","In a pan add ghee and water and let it cook on low flame till ghee melts.~Add powdered milk and mix well. A thick paste will form, keep on mixing.~Remove from stove and keep in refrigerator for few minutes.~Ready to use…","http://www.ainycooks.com/wp-content/uploads/2018/01/khoya-m.jpg",NULL
"13","DHABA STYLE MASH KI DAAL","Mash ki Daal 1 cup~Black cardamom 1~Cinamon stick 1 inch~Cloves 4-5~Onion 1 large and sliced~Ginger garlic paste 1 tbsp~Red chili powder 1 and 1/2 tsp~Turmeric powder 1/2 tsp~Coriander powder 1 tsp~Salt to taste~Chicken cube 1~Oil 1/2 cup~Green chilies 3-4~Coriander leaves few~Ginger sticks  for garnish~All spice powder for garnish","Soak Daal in warm water for 1 hour.~Boil it with 4-5 cloves, 1 black cardamom and a cinnamon stick, till half cook. Strain it and set aside.~In a pot add oil and sliced onion, fry till light brown. Add ginger garlic paste and stir for few seconds.~Add salt, red chili powder, turmeric powder, coriander powder and little water, keep on frying till oil separates and onion dissolve. (you can add one small tomato, if you like)~Add Daal in it mix well and add water just to cook daal. Add Chicken cube and cover the lid.~Cook on low flame till Daal completely cooked and water evaporates.~Now Fry for few seconds and add green chilies ,coriander and Kasuri methi (few leaves). Simmer for few seconds.","http://www.ainycooks.com/wp-content/uploads/2018/01/dhaba-dal-m.jpg",NULL
"14","BOHRA MALPUA/ MALFUA","Semolina/ suji 1/2 cup~Plain Flour or Wheat flour (atta)  1 cup~Sugar to taste~Egg 1~Water/ milk to soak ingredients~Cream and nuts for garnish","Soak semolina, flour and sugar. Keep them overnight. You can just soak them for 15 minutes if you want to make quick Malfua.~In the morning add egg and beat well.~You can adjust consistency of batter by adding water or milk.~Consistency should be thick.~Spread a ladle full of batter on preheated and greased pan.~Let it cook for few minutes and than turn the side.~Serve hot with cream or honey and nuts.","http://www.ainycooks.com/wp-content/uploads/2017/11/malpua-m.jpg",NULL
"15","LAHORI MUTTON/ CHICKEN PALAK","Spinach 1 kg, wash and cut~Mutton/ chicken 1/2 kg~Red chili powder 1 and 1/2 tsp~Turmeric powder 1 tsp~Coriander powder 1 tbsp~Coriander Crushed 1 tsp~Salt to taste~Cumin seeds 1 tbsp~Fenugreek seeds 1 tsp~Ginger garlic paste 1 and 1/2 tbsp~Brown onion 5 tbsp~Yogurt 1 cup~Vinegar  1/2 tsp~Oil 1 cup~Coriander leaves as needed~Green chilies as needed","In washed spinach add 1-2 glass water,  green chilies, turmeric powder 1/2 tsp, Methi dana (fenugreek seeds), salt, ginger garlic paste 1 tsp and 1/2 tsp vinegar. Vinegar will enhance the color of spinach.~Cover with the lid and cook till soft.~In another pot add oil and cumin powder, stir and add ginger garlic paste 1 tbsp,  stir and add meat and salt. Cook till color change. In yogurt add red chili powder, coriander powder and mix well. Add in meat and mix. Cook for few minutes and add brown onion, crushed coriander seeds and all spice powder 1/2 tsp. Cook till oil separates. Mutton will take more time than chicken.~Grind Palak/ spinach.~Add in meat and cook till required consistency obtain.~You can add 1-2 chicken cube, if you like.~Serve with rice or Naan.","http://www.ainycooks.com/wp-content/uploads/2017/11/mutton-chicken-palak-m.jpg",NULL
"16","CHICKEN BBQ BURGER","Chicken bone less 1/2 kg~Red chili powder 1 tsp~Green chili powder 1/2 tsp~Dahi 6 tbsp~Ginger Garlic paste 2 tsp~Turmeric powder 1/2 tsp~All spice powder 1/2 tsp~Cumin powder 1 tsp~Chinese salt 1 tsp~Coriander powder 2 tsp~Salt 1 tsp~Chili garlic sauce 2 tbsp~Vinegar 1 tbsp~Zarda color 1/4 tsp~Oil 2 tbsp~Buns 4, long~Mayonnaise as needed~Ketchup as needed","In chicken cubes add all spices and leave it for 1-2 hours.~Add oil in a pan and chicken, cook till tender. Add chili garlic sauce in chicken mixture.~You can give smoke of coal.~Cut long buns from center.~In buns spread ketchup first and place chicken mixture.~You can spread mayonnaise on one side of bun, if required.~Serve with Fries.","http://www.ainycooks.com/wp-content/uploads/2017/10/bbq-burger-m.jpg",NULL
"17","BBQ RICE","Chicken boneless  1/2 kg~Yogurt 1/2 kg~Tandori masala, any brand 3 tbsp~Ginger garlic paste 1 tbsp~Oil 4 tbsp~Cabbage  1 small~Capsicum  2 medium~Carrot 1 large~Chili sauce 1 tbsp~Garlic paste 2 tbsp~Soya sauce 2 tbsp~Red chili flakes 1 tbsp~Chinese salt 1 tsp, optional~Salt to taste~Mayonnaise 5 tbsp~Ketchup 3 tbsp~Black pepper 1 tbsp~Rice  1/2 kg, boil them","Marinate chicken cubes in all spices and leave it for 1/2 hour.~In a pot add oil and chicken, cook till tender. Give smoke of coal.~Boil Rice and strain them.~In a pot add 2tbsp oil and sauté cabbage, capsicum, carrot or peas. Add chili sauce, garlic paste, soya sauce, red chili flakes, salt, Chinese salt and mix well.~Add Rice also and toss with vegetables.~Give smoke to rice also, if you like.~Mix Mayonnaise, ketchup, black pepper in a bowl. Set aside.~In an oven proof dish give a layer of Rice first than bbq chicken and in the end mayonnaise mixture.~Bake it for 10 minutes at 180c.","http://www.ainycooks.com/wp-content/uploads/2017/10/BBQ-rice-m.jpg",NULL
"18","FRY MAGHAZ / BRAIN MASALA","Goat Brains, washed and boiled 4 ~Tomatoes 2 large,  chopped or grind them~Onion 1 medium, grind it~Yogurt 4 tbsp~All spice powder 1 and 1/2 tsp~Red chili powder 1 tsp~Salt to taste~Coriander powder 1 tbsp~Cumin powder 1 and 1/2 tsp~Ginger garlic paste 1 and 1/2 tbsp~Qasuri Methi 1 tsp~Fresh coriander leaves 4 tbsp~Ginger , cut in thin sticks 2 tbsp~Green chillies 2-3~Butter or Oil 1/2 cup","In a pot add 3 glass water, now add brains, salt, turmeric powder 1/2 tsp, ginger garlic paste 1 tsp and cook for 10 minutes. This process will remove smell of brain.~Take them out and remove veins and skin.~Set aside.~In a pan add oil and ginger garlic paste, stir for few seconds.~Add onion and stir. Add turmeric powder 1/4 tsp and mix well. Let it fry for few seconds till nice golden color appear.~Add tomato paste or chopped tomatoes. Fry well. Add red chili powder, coriander powder, cumin powder, salt, all spice powder, mix well.~Add yogurt and mix well. Fry till oil separates.~Add brain. Do not mash it.~Add Methi. Fry on high flame till oil separates.~Garnish with coriander , ginger and chillies.","http://www.ainycooks.com/wp-content/uploads/2017/10/brain-masala-m.jpg",NULL
"19","CAKE RUSK","Plain Flour 3 cups~Baking powder  2 tsp~Sugar (grind it) 2 cup~Butter/ Ghee (on room temp) 1 cup ~Eggs 4~Salt 1/2 tsp~Vanilla essence 1 tsp~Milk 1 cup","Mix all dry (flour, baking powder and salt)  ingredients in a bowl and set aside.~In a large bowl add butter/ ghee and sugar, beat well for 5 minutes.~Add eggs and beat again.~Now add essence and beat. (lemon essence is recommended for rusks)~Add flour and mix well.~Add milk. Beat .~Grease a tray/pan and place butter paper.~Pour mixture of cake in pan.~Bake at 180c till done.~Let it cool and cut in slices.~Place on Oven tray and bake again at 180c till nice brown color appear.","http://www.ainycooks.com/wp-content/uploads/2017/10/cake-rusk-m.jpg",NULL
"20","CHOCOLATE MALTESERS CAKE","Eggs 3~Soft brown sugar 150 g~Castor sugar 100 g~Fresh milk 175 ml~Horlick powder 2 tsp~Unsalted Butter 15 g~Plain flour 175 g~Cocoa powder 25 g~Baking powder 1 tsp~Baking Soda 1/2 tsp~Icing sugar 250 g~Cocoa powder 1 tsp~Horlick powder 45 g~Unsalted butter 150 g~Maltesers as needed","Pre heat Oven at 150c. Grease 8 inch pan.~In a bowl add eggs, brown sugar and castor sugar. Beat well.~In a pan add milk, Horlick and butter. On low flame just melt butter. Milk should not boil. After dissolving ingredients, remove from flame.~Stir to release heat from milk mixture. Let it warm.~Add in egg mixture with light hands. Beat well.~Sieve soda, baking powder, cocoa powder and flour and mix in egg mixture. Beat well.~Transfer in baking pan and bake for 25 minutes approx.~In a bowl add icing sugar, cocoa, Horlick and butter. Beat well.~Keep in refrigerator for few minutes, it will set and you can easily spread.~Cool down cake completely and cut from center and spread frosting in between.~Cover cake with frosting and Let it set in refrigerator for few minutes.~Garnish with Maltesers.","http://www.ainycooks.com/wp-content/uploads/2017/08/malt-cake.jpg",NULL
"21","KABULI / AFGHANI PULAO","Mutton / beef / chicken 1 kg~Fresh Ginger paste 1 tbsp~Salt to taste~Water for making stock 3-4 cup or as needed~Onion 1 medium~Oil 1/2 cup  (for making stock)~Almond 1/2 cup~Raisins 1/2 cup~Carrots 3 large~Sugar  2 tbsp ~Sella Rice  1 kg~Oil for frying nuts 3-4 tbsp","In oil fry sliced onion till light brown. In meat add meat, garlic paste and salt.~Fry till color change and add water. Cover with the lid till meat tender.~Wash raisins and soak for 15 minutes.~In a pan add oil 1-2 tbsp. and fry raisins. Till they become double in size. Remove from pan and set aside.~In the same oil fry almonds (soak almonds in hot water for 15 minutes and remove skin). take them out.~Grate carrot or cut Julien, should be very thin. In  the same pan add carrots , 3-4 tbsp water and 2 tbsp sugar. Cook till soft and water dries completely.~In a pot add 2tbsp sugar and melt till brown color appear. Add meat stock  Approx 1 cup in it. Add cardamom powder and cumin powder in stock. Cook for few minutes.~Soak rice in water for 1-2 hours, boil in salted water till done.~Now add stock mixture on rice and mix well.~Spread meat, raisins, carrots on rice and let it simmer for few minutes.~Mix all and dish it out. Garnish with almonds and serve hot.","http://www.ainycooks.com/wp-content/uploads/2017/08/qabuli-pulao-m.jpg",NULL
"22","HYDRABADI MUTTON KEBABS","Mutton boneless cubes 1 pound~Garlic 1 tbsp~All spice powder 1 tsp ~Cumin seeds 1- 1/2 tsp~Turmeric powder 1/2 tsp~Green chillies 4-5~Onion 1 small~Crushed red chilies 2 tsp~Roasted split chickpeas, remove the skin 1/2 cup~Coconut powder 2 tbsp~Coriander leaves as needed~Mint as needed~Onion 1 small, chopped~Egg 1-2 ~Boiled potato 1, optional.","Remove bones from meat and wash it.~In a pot add meat, garlic, salt, green chilies, onion, cumin, red chili powder, turmeric powder and water approx. 2 cups.~Cover with the lid till meat tender and water dries.~Chop meat and set aside.~Roast black chickpeas and coconut on pan and grind into fine powder form.~Now mix this in meat.~Add chopped onion, mint, coriander and egg in meat. Mix well.~Make kebabs of diamond shape. You can give any shape, like I have given heart shape.~You can add 1 boiled potato in meat as well, if you like.","http://www.ainycooks.com/wp-content/uploads/2017/08/nawabi-kebab-m.jpg",NULL
"23","KATA KAT/ TAKKA TAK","Whole Black pepper  2  tbsp~Black Cardamom  5~Dried ginger powder 1 tbsp~Mace/ Javtri 1/2 tbsp~Poppy seeds 1/2 tbsp~Whole coriander seeds 1/4 cup~Cumin seeds 1/2 cup~Green cardamom 7~Clove/ laung 1 tsp~Nutmeg/ jaifil 1 tsp~Cinnamon stick 3 pieces , 1 inch~Coriander powder 1 tbsp~Goat Liver 1/2 kg, chopped~Kidney 2, washed and chopped~Goat Heart 1 , chopped~Goat Brain 2, cleaned, washed~Tomatoes  2 large, chopped~Onion 1 medium, chopped~Yogurt 1/2 cup~Kata kat masala to taste  / 3 tsp~Red chili powder 1 tsp~Salt to taste~Butter 3-4  tbsp~Green chilies 4~Green coriander leaves 1/2 cup~Ginger  2 tbsp~Fenugreek leaves/ Qasori methi 1 tbsp~Garlic fresh and grinded 2 tbsp","Grind all spices and store in an air tight jar.~You can store it for an year.~When needed, use according to your taste and requirement.","http://www.ainycooks.com/wp-content/uploads/2017/08/kata-kat-m.jpg","https://www.youtube.com/embed/4fKC5W0h3dI"
"24","CHICKEN KABSA RICE","Chicken cut in 6 pieces 1 kg~Onion 5 medium, thinly sliced ~Cumin seeds, crushed 2 tsp~Green Cardamom 3~Red chili powder 2 tsp~Turmeric powder 4 tsp~Tomatoes 5-6 large, cut in small pieces~Rice 1 kg~Cooking oil 1 and 1/2 cup~Salt to taste~Tomatoes 2~Fresh coriander 1/2 cup~Green chilies 2 ~Garlic cloves 2~Salt to taste ~Red chili powder to taste","Soak rice in water first.~Fry onion in oil till light golden in color. Oil you can use according to your requirement.~Now add chopped tomatoes , salt, red chili powder, turmeric powder and stir constantly. Cover with the lid till tomatoes become soft.~Add chicken and mix well. Add cumin and cardamom. Fry chicken with spices. Add water double in quantity from rice.~ Cover with the lid till chicken tender and water boils.~Add soaked and drained rice in chicken.~Let it cook till water dries.~Simmer rice for 10 mins. Kabsa Rice is ready.~Serve with Tomato Chutney or sauce.~You can add Shallow fried Resins and almonds ( peeled). Garnish on rice before serving.","http://www.ainycooks.com/wp-content/uploads/2017/08/KABSA-RICE-M.jpg",NULL
"25","ALMOND CAKE","Flour 1 and 1/2 cups~Baking powder 1 tsp~Sugar 1 cup, grind it~Butter/ ghee 1/2 cup~Eggs 3~Vanilla essence 1 tsp~Salt 1/4 tsp~Milk 1/2 cup~Almonds as needed~Mango juice small packet, any brand 1~Sugar 1 cup~Corn flour 1 tbsp~Water 2-3 tbsp","Sift flour and baking powder. Set aside.~Melt ghee and let it cool.~In a bowl add sugar and melted and cooled ghee. You can add butter also but no need to melt it. Beat well.~Now add eggs and beat.~Add vanilla essence, salt and milk. Beat.~Add flour in it. Fold it in batter. Add crushed almonds in batter. Pour in a pan.~In pan place a butter paper and grease it.~After pouring cut almonds from center, arrange on batter.~You can add cocoa powder if you want chocolate flavor almond cake.~Bake at 180c for 25 minutes or till done.~Take a small packet of mango juice and pour in a pot, add sugar and mix well. Now cook till sugar dissolve.~Mix corn flour in water and add in juice. Make a thick sauce. Let it cool completely in refrigerator.","http://www.ainycooks.com/wp-content/uploads/2017/07/almond-cake-m.jpg",NULL
"26","CHOCOLATE COLD CAKE","Butter 8 oz~Plain  cooking chocolate 8 oz~Sugar 4 oz~Canned Cherries 4 oz~Marie biscuits 8 oz~Nuts (almond, walnut, pistachio) 4 oz~Orange juice 2 tbsp","Grease and line a loaf pan.~Melt chocolate and butter in a pan, you can melt in microwave as well. ( if you want to use milk chocolate than reduce quantity of sugar)~Now add sugar in chocolate and stir.~Roughly break biscuits and chop nuts.~Fold biscuits and nuts in chocolate. Cut cherries in two and mix in it.~Pour in pan and spread evenly.~Cover with cling sheet and keep in refrigerator.~Let it set and take it out from pan.~Pour chocolate sauce on top and serve.","http://www.ainycooks.com/wp-content/uploads/2017/07/cold-cake-m.jpg",NULL
"27","SEEKH KEBAB KARHAI","Seekh kebab (KnNs) 7-8~Tomatoes 3 large, chopped~Onion 1 medium, sliced~Ginger 1 inch piece~Garlic 2-3~Salt to taste~Yogurt 2-3 tbsp~Red chili powder 1 tsp~Red chili flakes 1/2 tsp~Crushed coriander seeds 1/2 tsp~Cumin seeds crushed 1/2 tsp~Turmeric powder 1/2 tsp~Black pepper 1/2 tsp~All spice powder/ garam masala 1/4 tsp~Cream 1/4 cup~Oil 1/4 cup~Coriander leaves, green chilies  as needed~Kasuri methi 1/2 tsp","For seekh kebab Recipe you can click the link : BUNDO KHAN KAKORI KEBABS.~I have used K&Ns chicken Seekh kebabs. You can make at home or use readymade. Half fry them and set aside. Cut them in pieces or you can cook as it is.~In a pan add tomatoes, garlic cloves, onion and ginger . Add half cup of water and cook till soft and mashy. Let it cool completely.~Grind it and set aside. Tomato sauce is ready.~In another pan add oil and fry chicken Seekh Kebabs till light brown . Add yogurt and all other spices fry for few seconds on high flame. Let the water dries.~Now add tomato sauce and cover pan with the lid and cook till oil separates.~In the end add cream , green chillies, coriander leaves and dry methi.~Let it simmer for few minutes on slow flame.","http://www.ainycooks.com/wp-content/uploads/2017/07/seekh-kebab-karhai-m.jpg",NULL
"28","CHOCOLATE GOLGAPPA","Golgappas as needed~Cooking chocolate as needed~Cake or Brownie , small pieces as needed~Nuts as needed~Fruits (pineapple, mango, banana, strawberry) as needed~Ice Cream any flavor~Chocolate sauce as needed","Melt cooking chocolate and dip gappas in it. Coat them and place on a flat plate. Let them set in refrigerator.~Take any ice cream of your choice.~Break Gappa carefully from center and fill half with brownie or any cake. You can add crushed oreo as well.~With spoon add ice cream inside.~Top it with nuts.~You can add chopped seasonal fruits also like banana, mango, pineapple or strawberry.~Pour chocolate sauce or Nutella or any chocolate spread on top and serve immediately.~Yummmmm.","http://www.ainycooks.com/wp-content/uploads/2017/07/chocolate-gappa-m.jpg",NULL
"29","NANDO’S CHICKEN PUFF PIE","Chicken / beef mince 1 cup~Onion 1 small, chopped~Oil 2 tbsp~Ginger garlic paste 1 tsp~Salt to taste~Red chili powder 1 tsp~Black pepper 1/2 tsp~Turmeric powder 1/2 tsp~Soya sauce 1 tbsp~Nando's Hot sauce 1 tbsp~Coriander leaves 1 tbsp., chopped~Puff pastry as needed~Egg yolk 1~Sesame seeds as needed","In a pot add oil and onion, fry till soft.~Add ginger garlic paste and stir for few seconds, add mince, salt, red chili powder, turmeric powder, Nando sauce, soya sauce and black pepper. Mix well and cook till done. Let it cool. ( you can add veggies also)~Roll puff pastry and cut in square shape. Cut the edges, as mentioned in pictures and place spoon full in center.","http://www.ainycooks.com/wp-content/uploads/2017/06/mince-pie-m.jpg",NULL
"30","CHICKEN CUTLETS","Chicken, boiled 1 cup~Potato, boiled 1 cup~Green chilies, crushed 1 tsp~Cumin seeds, crushed 1/2 tsp~Black pepper 1/2 tsp~White pepper 1/4 tsp~Salt to taste~Coriander seeds, crushed 1/2 tsp~Chinese salt 1 tsp~Vinegar 1/2 tsp~Soya sauce 1 tsp~Boiled egg 1~Bread crumbs as needed~Egg 1, beaten","Add all ingredients in a bowl and mix well.~Make cutlets of any shape and shallow fry.","http://www.ainycooks.com/wp-content/uploads/2017/06/chicken-cutlets-m.jpg",NULL
